물질명,유형,원소수,평균원자질량,평균가전자수,밀도,열전도도,전자비열계수,Tc
Pr3Os2Re4,화합물,3,122.31,5.9,8.38,14.8,0.34,19.17
La3AlHfU3,화합물,4,17.86,4.5,11.06,17.53,14.32,24.38
CoTh3Ti2Mg4,화합물,4,93.95,3.8,6.76,21.86,0.13,14.82
BeNa,합금,2,165.89,2.5,2.28,126.82,2.78,9.0
AlLi,화합물,2,18.97,1.6,2.52,7.97,3.0,1.25
S3Nd4Cd3Mo2Zr,고온,5,55.36,4.1,8.05,1.72,1.31,82.55
Al3Te2Ta3Th2B,고온,5,106.45,4.7,8.13,4.13,3.61,71.97
Tb3Bi3,합금,2,154.74,5.8,6.14,141.96,0.93,2.77
S4Eu,합금,2,112.94,1.8,3.4,23.7,13.1,2.73
Dy3Hg,합금,2,144.77,2.7,10.22,139.84,6.44,1.61
YbTh,화합물,2,142.24,4.8,12.84,39.47,12.9,5.32
Cs3ErGa,화합물,3,121.46,1.8,5.23,10.86,8.85,0.0
YS3,화합물,2,60.92,3.2,9.19,49.46,13.38,3.27
In2,원소,1,79.24,3.0,17.26,270.82,5.38,4.79
Mn3,원소,1,201.93,2.0,15.13,381.35,4.06,0.49
V2Nb2Ru,화합물,3,68.68,4.8,5.58,36.74,13.51,9.15
TiHg2Bi,화합물,3,88.24,2.3,11.14,44.44,10.12,10.53
CoTe,합금,2,71.02,4.7,6.25,7.49,13.71,9.48
CaY,화합물,2,110.58,5.9,13.62,36.84,14.64,5.85
Cd2Ti3,합금,2,154.36,3.0,15.18,69.45,13.64,10.07
Ge2Ce3N2PW2,고온,5,72.28,3.1,8.14,5.44,5.7,31.47
C3Li3VCo4,고온,4,107.85,2.2,7.61,7.83,5.29,53.18
Yb4FeNiHf,화합물,4,88.53,5.9,7.54,40.44,9.63,6.9
CaEu3,합금,2,74.54,4.0,13.44,31.22,2.89,6.37
Er4HS,화합물,3,115.3,2.9,8.65,23.02,14.13,7.07
HCa3,합금,2,158.6,1.7,7.99,58.89,6.35,4.42
Ir3F3Ho2,화합물,3,135.96,3.9,11.59,6.17,2.52,16.15
Pd3Dy2Zn3B,고온,4,93.41,4.1,8.01,4.68,14.59,86.51
UAsGa,화합물,3,93.82,3.9,4.27,49.33,12.33,12.78
Sn3Pb2B2Be3RhPr,고온,6,84.2,4.9,5.25,6.58,10.09,112.01
O4C,화합물,2,109.36,6.0,13.56,13.56,0.87,15.84
Sb2Au3,합금,2,98.2,5.8,9.55,106.61,8.7,10.12
Se3Er2Tl2Sr,고온,4,69.64,3.2,8.35,2.1,5.22,148.94
N3S,화합물,2,60.26,5.1,13.5,45.09,7.29,13.3
Pt2Pb3,화합물,2,145.21,3.7,4.41,28.77,13.29,4.87
Lu3O2,합금,2,120.9,2.1,7.16,38.67,1.03,14.88
U4Tb3,합금,2,129.36,3.1,3.66,98.84,7.27,0.0
YRh,수소화물,2,37.53,4.1,3.8,8.47,4.52,155.99
Mn3Cs2,합금,2,103.48,3.5,8.4,121.62,4.57,22.73
Gd2Tl3,수소화물,2,45.28,1.9,6.57,66.32,10.28,127.7
Pr3Tl,수소화물,2,27.19,2.6,4.9,13.86,8.86,230.92
B2BeTmSe3KNa3,고온,6,77.88,5.9,4.69,9.81,2.91,44.41
MnBi2PPt2,화합물,4,81.32,5.5,8.2,9.63,7.36,13.63
Ce2Pd3,화합물,2,113.4,2.5,4.86,18.45,2.23,0.44
V3Rb2La2Nb3Ho2,고온,5,51.29,3.8,8.31,7.8,5.73,148.32
Se3N3,화합물,2,72.67,3.8,11.48,8.25,3.46,16.75
Bi3W,화합물,2,91.66,4.8,9.15,8.56,4.2,5.38
Se3Yb,화합물,2,76.63,5.1,12.41,34.09,12.88,13.68
Cs4ReN3Tm2,화합물,4,22.32,4.2,3.44,17.43,1.29,26.23
F2Yb,화합물,2,43.09,2.7,2.11,40.77,2.39,5.53
Be2Bi2,화합물,2,88.98,5.2,4.48,49.49,9.9,7.32
AlDyOs2,화합물,3,148.54,4.7,4.53,33.03,3.31,12.42
AuV3S4GdCo,고온,5,124.17,5.2,4.53,8.17,2.66,135.52
Mo2O3Ru,합금,3,99.31,1.6,9.98,122.75,5.51,0.0
Sr2Pt2EuFe,고온,4,102.17,2.4,8.93,6.72,0.46,159.04
Rh4MoNd4,화합물,3,71.61,5.8,8.17,40.23,8.14,12.38
Nd2NYb2Rh,고온,4,53.52,5.0,5.83,6.98,11.46,97.67
Ta2Fe2Cs3,화합물,3,58.52,4.1,7.04,14.17,8.46,3.71
Pd2AlTiBa2Co3,고온,5,114.65,4.1,6.34,8.37,8.11,64.02
Co4,원소,1,91.47,2.0,19.07,279.92,3.43,1.4
AuEr3WP,고온,4,118.14,2.6,7.34,10.86,4.38,74.35
Re2,원소,1,16.72,4.0,3.65,197.3,9.95,9.72
SbFe2HBa,고온,4,55.85,6.0,3.53,4.8,0.57,163.93
Ir2Hg3,수소화물,2,56.88,1.8,4.36,35.68,11.92,256.31
MnSm4C3Lu2,화합물,4,151.48,3.4,6.36,13.59,13.23,17.35
Nb3Cd,합금,2,98.6,4.4,5.66,149.41,6.18,4.26
Sm2K4Ru3Gd4P2Zn2,고온,6,129.73,5.1,8.43,10.85,4.12,162.75
Er4V3,합금,2,31.18,3.8,4.82,6.36,4.35,4.28
Y3NbLu4ZrZn,고온,5,98.38,1.8,3.25,5.01,7.3,60.31
Nb2Ti,합금,2,155.96,4.9,9.31,128.33,0.26,19.68
LiLa2,합금,2,52.95,5.2,12.18,64.84,7.08,9.39
Fe3As,수소화물,2,44.16,3.9,5.76,44.83,1.39,263.0
Au2Pb2Nd,화합물,3,128.76,3.6,13.22,28.9,11.62,16.98
TiP3ReSmTl2,고온,5,65.39,2.7,8.32,13.25,0.78,63.1
Tl2Ce3,화합물,2,116.49,2.1,9.07,19.04,14.19,3.8
ZrHfTe3,화합물,3,56.11,1.8,10.22,14.07,5.27,6.17
F2TlSr2,화합물,3,143.35,2.3,13.18,41.48,13.79,13.31
NaLaInBa2,화합물,4,105.44,2.1,8.7,15.97,2.88,9.91
ReCLuTm4,화합물,4,15.03,4.6,8.35,48.52,6.52,7.6
La2Pd2,화합물,2,104.6,2.9,12.66,35.54,5.85,15.1
SiReTe2Be3,화합물,4,112.49,3.6,1.58,7.61,7.83,7.77
Zn2Cd3,합금,2,156.68,4.5,12.96,46.27,8.71,27.23
LuLa4Cr4As2,고온,4,136.66,3.0,6.24,13.91,6.14,136.67
Pr3Te,합금,2,75.9,2.4,8.37,36.07,14.98,1.38
B3Ge3,화합물,2,15.43,1.8,10.57,38.12,2.15,0.0
SbC3,합금,2,53.54,3.6,9.85,21.34,1.93,13.88
In2Rb2Ta4,화합물,3,104.04,3.1,12.73,33.44,12.84,19.2
YFe3S4Ag4MoTi2,고온,6,83.13,3.1,6.3,9.52,11.62,129.56
EuCo2,합금,2,75.39,3.0,12.39,52.77,11.09,17.06
Hf,원소,1,129.45,4.0,0.9,367.43,8.43,3.76
Ge3Y3,합금,2,55.29,4.6,12.2,69.58,5.44,5.97
InHo2Ti3O2,화합물,4,124.39,3.0,1.87,43.48,4.75,5.74
Hf2Gd4Ga3Ag,고온,4,112.52,2.5,4.93,10.93,3.63,42.81
Sm3,원소,1,204.04,5.0,3.33,216.89,7.48,2.56
As2Ca3TlDyNd2In2,고온,6,126.67,4.3,5.45,1.03,10.07,151.39
Nb3Os3Tm,화합물,3,137.51,4.9,10.68,4.61,9.38,5.63
GdFe,화합물,2,93.22,3.7,6.86,27.82,3.31,14.87
O2Cs2Pb2Os,고온,4,45.72,1.6,5.2,14.91,5.94,158.09
CsP2,화합물,2,130.7,2.6,2.9,6.43,9.37,4.87
GaRe2NaSr3,화합물,4,119.77,4.9,9.01,39.79,2.29,14.23
Ti2,원소,1,141.76,3.0,2.87,373.79,5.45,4.74
NaTl4,합금,2,59.01,2.2,12.55,97.88,4.43,29.87
Cu3Mn3Sn3,합금,3,118.11,5.4,10.76,52.65,11.58,5.12
Li,원소,1,213.36,3.0,11.07,230.8,0.86,0.0
Na3Sb3Ca,화합물,3,24.17,5.9,12.63,35.12,1.16,6.88
MgCs4SbBi2,화합물,4,130.4,4.6,13.03,37.32,7.38,13.03
Th2HfGdOs,화합물,4,151.03,4.7,11.97,49.83,2.2,10.54
Ru3BiCu2,합금,3,123.98,2.4,5.81,148.13,7.47,8.11
VPb2H2,화합물,3,111.63,4.0,7.89,39.88,3.72,3.23
CuTi4,화합물,2,145.84,4.0,6.55,46.35,11.2,5.05
Ga3Sb,수소화물,2,12.49,4.2,7.9,56.57,1.16,249.31
K,원소,1,151.59,5.0,7.03,40.6,7.26,8.5
HoS3Sr2Ba4Tb4,고온,5,139.98,3.3,6.45,11.22,6.44,148.97
N2FeMn4,화합물,3,55.38,1.5,9.21,32.54,2.93,3.31
Si2LiSm,화합물,3,47.25,4.0,9.53,36.17,1.98,6.43
TiSnGe,화합물,3,79.79,5.2,2.07,1.63,6.85,23.7
Sb4,원소,1,81.91,3.0,11.9,171.67,7.53,4.3
Pd2ZrHf3,합금,3,142.56,4.1,14.98,94.03,12.86,10.48
Ag2VTi4,화합물,3,113.79,1.8,3.62,6.97,8.62,14.9
Nb2Zn3,화합물,2,58.99,5.3,1.75,8.49,9.57,9.95
BRb2F4Er2Cs3,고온,5,72.82,5.3,3.07,13.89,12.27,149.58
Os2H,화합물,2,44.08,3.8,7.63,41.8,14.89,10.12
CuIr3U3,합금,3,31.51,3.4,5.72,93.87,2.45,2.71
Tb2Dy2,화합물,2,112.37,3.4,9.64,6.26,5.07,14.48
ReGd,화합물,2,31.68,4.3,11.66,35.52,4.08,5.87
Bi2Rh2Ru,화합물,3,103.76,5.6,7.25,18.97,3.81,12.21
Ag2Pb4C2,화합물,3,141.1,4.3,5.86,6.42,1.16,7.78
Y3COs3Sc2,고온,4,59.35,5.6,6.53,12.12,3.17,93.54
Pd3TmLu4RhN,고온,5,101.48,2.0,8.68,4.34,11.12,67.81
Tm2Be4,화합물,2,120.28,3.5,11.36,37.49,1.92,8.29
SSn2Be3Y,화합물,4,98.89,1.9,12.67,8.02,1.07,2.67
CaDy2C3Co2RhAl,고온,6,32.75,2.2,6.11,1.18,12.92,94.75
Ir2YbInSi2,화합물,4,49.97,5.5,2.79,24.83,8.86,7.61
C2,원소,1,17.7,4.0,13.28,274.0,7.68,0.21
Tl4CaPd2,합금,3,78.03,1.8,11.6,120.75,3.81,8.25
WNa3,합금,2,163.19,5.2,10.02,76.41,6.44,3.97
NdON,화합물,3,86.88,4.5,1.81,22.56,1.76,4.97
Te3HoAs2Ba,화합물,4,106.91,2.1,11.75,46.26,13.85,5.56
Hf4Se3,화합물,2,32.71,3.5,4.69,29.14,13.24,5.87
Pd3,원소,1,57.42,4.0,16.34,120.28,2.69,3.1
Na3Mo2Dy3N2,화합물,4,155.61,3.6,2.98,15.49,13.84,1.96
Th4Mn2Sc2,화합물,3,135.58,4.7,9.97,25.85,8.02,10.48
Hf3InGd,화합물,3,92.39,2.2,5.21,43.65,5.41,16.31
AlW,화합물,2,80.04,3.9,2.19,43.44,5.79,12.97
Eu2N2,화합물,2,61.24,5.0,10.41,26.73,5.71,11.19
LuSm3Co,합금,3,61.49,1.6,3.0,132.16,9.84,0.0
DyLu,합금,2,175.98,3.0,6.26,42.76,8.62,10.13
F3SeWCe,고온,4,138.77,2.2,4.54,14.35,11.69,133.5
HfB2MgRu3DyF2,고온,6,39.15,2.3,3.2,9.29,7.91,143.57
C2Cu3,화합물,2,152.57,2.0,11.98,21.84,5.14,13.08
NiMgY2,합금,3,84.43,1.6,10.52,21.72,11.06,0.0
AsMn,화합물,2,128.0,1.8,8.46,48.14,2.14,3.38
Eu3Ga2Th,화합물,3,106.51,4.0,9.96,14.91,2.72,5.72
V3H4Er3U,고온,4,115.74,4.6,8.61,12.68,1.39,120.3
Cs2Re2,합금,2,85.59,4.3,13.97,84.96,2.34,3.42
W3,원소,1,110.21,3.0,5.81,91.16,8.07,0.0
TmTe3,화합물,2,121.92,4.2,9.44,15.49,12.46,61.25
Os2AgPd,화합물,3,158.21,3.3,7.19,15.3,7.98,4.46
CdP2Ta,합금,3,89.54,4.8,2.25,80.69,11.96,15.98
Be3,원소,1,161.24,2.0,14.05,54.81,5.42,2.32
NOsAgU,화합물,4,26.5,4.6,6.44,40.9,1.78,10.08
Fe3MgPr3Cs2,고온,4,76.91,4.2,7.37,4.55,13.4,54.62
Sc3GeTi,수소화물,3,53.75,2.3,7.4,49.79,8.65,235.75
B4Lu,화합물,2,92.94,3.3,4.24,17.69,7.98,13.42
TaLuTl3Ru3,화합물,4,19.05,2.8,12.18,24.28,0.38,15.86
FCe3Fe,합금,3,20.03,2.0,3.86,103.13,11.27,2.87
MnTe4V,화합물,3,109.34,3.3,12.94,23.75,7.0,1.48
SeNbSm4Sc,화합물,4,18.27,5.1,1.87,34.36,1.27,4.51
CaAg,화합물,2,117.55,4.8,10.46,41.4,0.7,19.22
YbNNb2O,화합물,4,101.35,3.1,13.99,16.91,6.35,8.95
Cu3FO,합금,3,69.84,5.0,7.89,87.95,13.16,5.75
BeAs3,합금,2,135.56,3.5,2.62,125.49,6.56,14.72
Th3Cu3C4Ru,화합물,4,115.85,2.7,8.29,45.28,10.72,24.63
Nd3Yb2,합금,2,179.39,3.1,8.94,146.81,14.11,10.29
IrPt,합금,2,48.81,3.6,12.57,98.37,3.23,7.4
Cd4Se,수소화물,2,49.95,2.8,5.75,37.74,10.97,158.29
ZrSi4,화합물,2,116.41,4.0,8.89,10.1,3.02,9.34
FeY,화합물,2,70.27,5.5,2.87,21.67,12.31,19.86
F3MnZnH,고온,4,113.21,4.2,4.4,2.26,7.31,62.93
AuCr2,수소화물,2,52.25,2.0,5.03,45.86,0.91,130.41
PdGa3V2,화합물,3,77.3,2.8,7.03,35.13,14.72,5.41
BiGa3ZnAs2Os2,고온,5,31.57,3.1,6.88,3.76,12.98,139.5
FeAsK,화합물,3,147.03,5.0,10.72,34.78,6.34,19.74
Cd2TmGdNi,화합물,4,131.27,3.2,5.33,48.45,11.42,0.9
Yb2S2LuB,화합물,4,123.84,4.6,4.48,48.52,13.03,16.55
U2Ni2,화합물,2,40.93,5.8,10.24,16.51,14.72,12.19
SiZr2,화합물,2,146.08,5.5,6.93,8.44,14.08,14.56
Mn3Si,화합물,2,65.07,1.7,9.1,45.25,10.53,18.69
NbGe2Se2,합금,3,78.4,2.8,2.85,64.91,2.05,1.0
RbYV,화합물,3,15.01,5.2,10.92,23.24,0.6,3.01
Tb3Pd2Te2,합금,3,164.65,3.8,10.93,141.46,11.35,2.22
V2H3RbC,화합물,4,151.46,3.6,11.68,12.06,5.53,41.15
Na2Ag2Cu2As2,화합물,4,48.83,5.1,9.55,13.1,5.33,6.1
O3Mo3,화합물,2,43.07,4.6,1.57,44.12,10.65,7.81
Tm3Mo4NdV2Tl3Au2,고온,6,114.65,3.2,8.57,2.63,0.22,98.84
GaSrV2In2,고온,4,30.26,5.9,6.56,14.19,3.89,143.7
S3Cd3,화합물,2,121.66,4.6,6.13,24.85,9.63,29.66
C2N4NbNiBi2,고온,5,45.76,4.3,4.83,12.11,10.14,122.35
PdSeAu4,화합물,3,119.83,2.3,13.31,12.18,4.8,17.29
Mg2P2,합금,2,84.94,3.2,5.11,120.15,2.56,2.35
Na,원소,1,71.77,4.0,15.67,195.49,3.4,4.99
N2Pr4Ca2,화합물,3,100.57,5.7,6.68,0.77,8.86,13.65
Nb2Na2Gd3Sm2,화합물,4,83.48,2.6,5.94,47.27,14.6,0.87
Ti4PW4,화합물,3,87.84,5.4,12.55,47.26,7.66,6.88
Y3Zr3Hg2Nb2Ho3,고온,5,125.53,3.3,3.02,12.09,14.48,61.94
VYbH4,합금,3,123.65,4.3,12.89,95.91,12.47,15.19
ZrGaRe4,합금,3,65.43,3.0,6.41,37.2,13.59,9.63
Sc2Zn2Se,수소화물,3,38.87,5.3,5.04,19.25,10.9,162.89
As2Pd4,합금,2,91.39,2.4,6.0,141.75,3.86,1.66
Os2F2Gd,화합물,3,55.92,4.3,11.75,7.19,9.82,6.16
Nb3Ru4,화합물,2,71.77,4.7,5.96,3.76,10.31,16.71
ScGd3,화합물,2,61.27,4.0,11.67,6.31,14.0,11.04
RhC,합금,2,26.68,2.5,8.06,146.67,1.16,1.95
Rb2,원소,1,115.65,2.0,21.35,257.7,1.22,0.9
Na2Au,합금,2,37.18,5.3,14.37,109.82,7.84,10.32
U3Sr2,화합물,2,86.27,1.9,10.73,40.01,3.13,1.97
TeO2,화합물,2,92.97,5.0,6.53,30.03,5.48,2.25
Ag2Ge,합금,2,28.17,3.6,7.45,82.98,11.16,0.01
NdGd2,화합물,2,49.71,3.1,13.37,26.17,2.71,4.25
H3NiGe2F2,고온,4,124.26,1.8,5.1,8.5,6.82,57.49
Al2,원소,1,17.1,4.0,4.78,339.73,6.06,3.0
Au2Yb2Hf,화합물,3,31.05,2.9,2.09,44.26,2.52,21.91
Re4CsYb3Sm,화합물,4,25.31,4.9,5.22,30.64,3.82,24.97
BaK3,합금,2,60.7,4.7,3.28,26.08,7.47,18.52
KSeNd2Zn2,화합물,4,43.39,3.1,6.88,6.71,11.94,4.03
MoZr2Mn3,화합물,3,48.68,5.3,10.08,40.95,11.92,9.23
PrCsEu2YbGd,고온,5,96.22,2.9,6.61,4.34,7.65,102.94
Pt2Be2Ca3AuMnB4,고온,6,113.21,4.5,8.69,14.14,8.75,94.95
Rb2B4EuK2,화합물,4,148.84,4.0,13.52,38.6,7.93,13.95
RhLuK2NiAl3Cr2,고온,6,123.51,2.0,4.74,6.57,11.89,163.4
Pd3Si,화합물,2,73.87,2.1,9.66,20.05,10.87,2.1
Sm4In3Ce4F3,화합물,4,35.99,2.3,9.63,2.35,11.31,10.94
O2PrSnZr3,화합물,4,16.67,5.4,2.54,47.65,11.89,7.45
ScMo4Nb,합금,3,48.86,2.9,10.31,115.44,12.13,3.69
EuRu3KLi,화합물,4,110.92,4.5,5.03,20.07,8.95,0.66
MgAl3Pt3P3,화합물,4,145.78,2.6,3.22,37.4,4.21,7.63
Ir3Bi,화합물,2,14.92,2.7,4.84,45.28,5.73,4.47
HgBaIr2Re2,고온,4,133.19,1.5,8.32,3.55,11.14,96.61
F3,원소,1,158.41,5.0,21.35,165.13,2.46,4.47
N4Nd2,화합물,2,66.65,1.5,5.05,12.82,4.22,4.87
Dy,원소,1,214.84,3.0,17.59,96.72,2.92,0.0
Ag2HoRu3MnMo4Cd2,고온,6,62.6,2.5,5.69,9.58,8.23,81.67
C4Cu,화합물,2,146.49,3.0,12.8,21.86,7.08,6.88
AsTa,화합물,2,90.53,3.9,9.11,27.43,0.98,4.42
AuRbTl4Te,화합물,4,103.73,4.8,3.36,13.78,14.4,11.35
VBaSb3Si2,화합물,4,37.32,2.6,6.88,45.65,0.48,5.5
CsYbSn3La3Na,고온,5,39.48,4.3,8.21,4.64,13.19,134.27
OsSr4CoIr3,화합물,4,10.24,4.4,8.16,13.33,2.0,24.99
VK3Sn2,화합물,3,85.59,3.5,8.14,39.87,11.71,14.73
LaMo3V3Nd,고온,4,122.8,3.8,6.86,8.33,12.0,35.78
ErPt2Mo3,합금,3,145.06,5.3,4.73,68.53,5.52,10.83
Bi3Ce,합금,2,46.16,4.0,3.0,37.41,9.46,22.47
W2Dy2BeH4,화합물,4,122.4,3.2,4.54,20.92,11.31,18.27
AsVO,수소화물,3,48.35,3.9,3.39,67.57,13.27,139.95
Cu3Gd,화합물,2,51.16,1.5,6.79,10.37,3.65,8.3
Sb3,원소,1,179.86,4.0,10.93,59.47,2.31,4.98
Tb3SrNaNb,화합물,4,49.45,3.5,4.54,22.66,0.73,8.32
Pd2Cd2Zr3W2,화합물,4,33.99,4.3,10.54,10.39,8.45,5.65
Ge2B2,합금,2,167.08,2.4,7.71,110.55,8.73,7.78
Cu2Pr4F3Er2,화합물,4,18.83,2.3,7.27,10.5,5.41,6.55
LuAs2H3,수소화물,3,41.49,5.7,5.94,45.16,7.41,203.49
Se3Ce3Cu2,화합물,3,100.34,1.6,9.18,32.38,5.13,8.9
FeCa2Eu,화합물,3,159.03,2.1,10.84,24.77,11.4,3.52
Mg3Pr2Tm,화합물,3,148.02,2.9,5.03,36.82,4.19,7.32
Y4Au2,합금,2,23.54,2.9,15.52,7.62,0.28,5.61
LaAuAg4Rh2In,고온,5,76.89,5.4,7.66,2.65,1.32,156.19
HgPt,화합물,2,68.04,5.0,5.72,12.92,5.55,6.1
Ru4Ge,화합물,2,139.89,3.1,3.74,17.78,5.84,3.88
Pr2O3Mo2,화합물,3,15.12,4.7,4.12,31.05,12.43,10.71
CLaPt3Cr,화합물,4,53.43,5.9,4.76,47.25,2.13,17.59
Os2Cu4,화합물,2,31.15,5.4,5.22,48.52,3.31,16.36
Os3,원소,1,215.45,4.0,11.94,124.54,0.92,4.38
Cr4Pb2LuCuTe,고온,5,118.83,4.5,4.36,1.9,10.96,66.68
Sc2Te4Ho3Ta4Sb,고온,5,31.69,2.5,8.02,6.68,13.35,138.66
Eu2TbThCu,화합물,4,46.2,2.5,10.96,17.65,9.76,3.2
SrSi,수소화물,2,48.11,2.7,5.56,74.33,6.25,155.26
Ho3Re2Ti,합금,3,68.31,1.8,5.52,102.82,8.0,5.03
Sm2IrU2Na,화합물,4,43.74,3.7,11.59,9.95,12.43,5.63
F4InMo4,화합물,3,132.59,2.8,8.51,47.36,3.61,5.74
Sr2F4,화합물,2,119.53,4.2,5.89,47.18,2.53,7.88
SeDyInCd,화합물,4,112.79,4.6,4.78,49.5,12.64,12.45
SbPd,화합물,2,45.75,3.7,6.14,14.2,3.32,2.79
TaPr2Ba2,합금,3,95.07,1.7,14.64,98.51,2.73,5.99
RuTb2Ga,화합물,3,122.33,4.3,7.95,33.99,13.56,14.1
Ir2Bi,합금,2,145.78,2.8,4.45,103.31,9.83,9.16
V2TiC4LiOs3Te3,고온,6,50.26,2.1,3.01,4.47,8.7,48.5
PtOs2,합금,2,95.78,2.6,3.62,60.94,5.58,7.9
Re2,원소,1,168.85,1.0,1.14,13.08,5.55,0.0
BSbMn3,화합물,3,119.43,3.7,11.35,43.29,1.86,36.79
Bi3Eu4,화합물,2,97.01,4.3,3.2,10.83,10.22,14.0
Ho3SrTiPt4,고온,4,103.65,2.1,5.95,7.14,7.93,131.69
Mg2AsHf,화합물,3,64.39,4.7,8.29,39.32,9.65,6.98
Co2Th2Ho2,화합물,3,64.83,2.4,13.45,12.99,12.2,9.8
BBiU2Ge2Tl2,고온,5,39.46,2.2,8.09,11.12,11.99,109.06
MgNd4Tl,화합물,3,91.63,2.9,12.7,38.83,11.41,8.78
Rh2,원소,1,108.86,3.0,18.52,68.03,1.51,0.0
Co2La2Nd,화합물,3,32.76,5.7,13.87,14.71,14.87,15.63
Si3Na2Ag3Fe4Pd3Zn2,고온,6,68.7,2.3,7.65,12.97,7.2,82.96
DyTi2HoK2,화합물,4,25.6,5.2,12.11,2.6,6.2,21.67
U2Ga3Zr,화합물,3,35.12,3.7,5.46,13.89,13.13,14.05
TlEuIr2,합금,3,51.43,5.7,11.91,143.53,6.95,15.0
PtFeAl2,합금,3,152.03,5.2,11.71,131.39,6.33,22.42
AgIr2La2Yb3,화합물,4,95.55,5.1,8.38,42.98,2.88,12.37
As2MnHg2,화합물,3,51.57,4.5,11.44,47.53,3.79,6.26
Ru2Fe2,합금,2,35.73,4.5,8.48,130.5,5.8,3.22
HfNb4Rh2F3,고온,4,77.49,5.9,3.15,6.9,4.73,104.19
ScTm2Se2Ir,고온,4,77.76,4.1,3.5,8.73,3.0,48.33
CrCeYb3,화합물,3,78.91,5.7,4.58,6.25,14.83,16.06
Au2Cu3Cr4W3MgO,고온,6,41.9,2.6,7.98,12.96,5.37,95.36
Sc2Cu3,합금,2,52.85,2.5,6.25,85.21,6.36,8.51
Sr2V2Ti4Tl3,화합물,4,18.3,5.5,1.61,5.52,1.28,20.11
IrGaBe,화합물,3,57.95,5.8,6.72,43.44,10.89,14.31
H2TiZn3Ca4,고온,4,46.74,3.4,5.98,8.68,9.48,70.06
HgB2Os2GaCe2Th2,고온,6,125.58,5.9,4.57,14.29,12.91,82.6
SiLa2,합금,2,98.54,3.6,15.55,29.9,6.12,3.98
Eu2Yb2Sn3Bi2,고온,4,101.46,4.7,6.84,8.07,11.64,112.62
Mg2V,합금,2,95.54,3.5,13.75,61.91,12.3,11.39
TbSr2RbNi2YbSi4,고온,6,101.49,4.9,3.99,14.52,12.94,135.09
SiB4,수소화물,2,32.06,4.9,6.95,72.33,7.34,136.49
Sc2N2O,합금,3,171.79,2.3,10.59,10.88,4.19,5.35
N3Ba4Nb3,화합물,3,36.95,3.5,4.63,43.7,5.09,28.28
Cu,원소,1,77.21,5.0,0.86,398.0,7.2,12.3
Rh3Os2,화합물,2,50.24,2.8,7.41,0.8,1.32,8.21
Fe2Sn4Co,화합물,3,146.95,5.1,2.57,48.41,10.86,19.22
Mn2Sr3Ge,화합물,3,101.5,2.5,10.31,10.59,1.76,18.21
In3Rh3PrSm3Au,고온,5,74.91,5.3,7.89,11.97,11.46,125.37
U3GdNa,화합물,3,146.6,4.9,3.37,12.86,3.02,7.04
Gd3Sn3Bi3,화합물,3,23.17,3.8,5.31,43.37,5.44,10.01
SbGaS2H3Al,고온,5,127.74,6.0,7.25,10.33,10.5,107.8
N3Zr3,수소화물,2,24.3,3.5,2.6,8.43,5.9,105.82
Hg,원소,1,225.06,1.0,16.54,337.73,3.71,0.0
GdCa2Pr3,수소화물,3,8.99,2.7,2.05,20.01,14.85,243.72
Gd3Bi3P2,합금,3,100.84,5.2,8.4,49.83,7.84,4.01
Eu3ZnMo3HgHo3,고온,5,63.35,1.8,8.88,4.49,6.19,145.31
Nb3Rh2,화합물,2,49.69,2.5,8.79,27.15,14.59,8.95
Ba2HgTa3,합금,3,108.49,3.2,12.63,57.35,13.99,0.49
Ho3TmGeMn2,화합물,4,119.86,3.6,13.88,14.99,7.43,15.91
Ce2Tl3Sr2Au2,화합물,4,145.28,3.5,9.28,23.46,12.6,1.53
Ce2Te3,화합물,2,149.93,3.3,3.4,27.78,10.06,9.98
U4,원소,1,223.07,4.0,20.8,399.92,0.53,5.26
Pr3Ce2IrY2,화합물,4,78.66,4.3,2.54,21.83,12.78,5.32
Cu4MgYZr,고온,4,104.28,4.1,6.95,9.76,10.76,134.16
OsNb3Be3Sc4,화합물,4,18.38,5.9,4.72,49.13,3.82,11.23
Re3Li3Be,합금,3,155.76,5.9,3.39,137.61,1.6,17.79
HfThSn4Sr4,화합물,4,99.39,6.0,1.62,20.27,7.65,12.92
Zr,원소,1,23.37,5.0,17.1,318.36,9.02,2.27
Hf2Nb2CrMnFe2H2,고온,6,133.8,2.2,4.53,6.49,11.7,50.55
SiTi3Ir2Ni2,고온,4,66.58,6.0,4.62,11.31,11.03,74.24
LiRh,화합물,2,28.88,6.0,13.13,36.49,12.1,52.33
Sc2Ba,화합물,2,92.3,3.2,6.03,17.55,13.15,39.89
Mo2InSiB2,고온,4,64.77,3.4,4.96,13.81,13.91,41.75
Sn4OsNb,화합물,3,26.12,5.3,6.46,49.26,3.12,7.72
HfSc3Ti2V2Re,고온,5,51.28,3.8,8.28,3.05,5.14,86.09
K2Tb2As3La2,화합물,4,33.79,1.6,11.81,4.62,11.77,2.37
Tb2Ho4Cd2Nd3,고온,4,115.49,3.3,4.41,1.88,1.28,69.34
Au2Zn3W,화합물,3,150.64,3.7,11.77,37.66,7.42,4.38
MnPb2,화합물,2,70.79,3.5,6.58,4.83,7.54,21.55
Nd3Ba2,수소화물,2,19.12,1.5,3.92,47.02,7.95,278.19
Cu2Ni4Fe3Cr2,화합물,4,131.03,3.3,12.66,4.95,9.22,3.47
